Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Keep
Kris Adams,2013-08-13,2014-02-03,NYG,2013.0,Ankle,1.0
Tyrone Crawford,2013-08-25,2014-02-03,DAL,2013.0,Achilles,1.0
Jim Cordle,2013-11-26,2014-02-03,NYG,2013.0,Knee,1.0
David Wilson Emmanuel,2013-11-07,2014-02-03,NYG,2013.0,Neck,1.0
David Baas,2013-10-23,2014-02-03,NYG,2013.0,Knee,1.0
DaRel Scott,2013-10-16,2014-02-03,NYG,2013.0,Hamstring,1.0
Corey Webster,2013-12-17,2014-02-03,NYG,2013.0,Groin,1.0
Cooper Taylor,2013-12-25,2014-02-03,NYG,2013.0,Hamstring,1.0
Chris Snee,2013-10-04,2014-02-03,NYG,2013.0,Hip,1.0
Aaron Ross,2013-10-05,2014-02-03,NYG,2013.0,Back,1.0
Zeke Motta,2013-12-24,2014-02-03,ATL,2013.0,Neck,1.0
Henry Hynoski b,2013-09-25,2014-02-03,NYG,2013.0,Shoulder,1.0
Ryan Cook,2013-08-26,2014-02-03,DAL,2013.0,Back,1.0
Josh Boyce,2014-01-02,2014-02-03,NWE,2013.0,Ankle,1.0
Lance Dunbar,2013-12-03,2014-02-03,DAL,2013.0,Knee,1.0
Travis Kelce,2013-10-12,2014-02-03,KAN,2013.0,Knee,1.0
Sanders Commings,2013-11-30,2014-02-03,KAN,2013.0,Shoulder,1.0
Ricky Henry,2013-09-01,2014-02-03,KAN,2013.0,Bicep,1.0
Kyle Williams Steven,2013-11-22,2014-02-03,KAN,2013.0,ACL,1.0
James-Michael Johnson a,2013-12-31,2014-02-03,KAN,2013.0,Ankle,1.0
Dominique Jones,2013-12-17,2014-02-03,KAN,2013.0,Foot,1.0
Colin Kelly,2013-08-02,2014-02-03,KAN,2013.0,Knee,1.0
Steve Williams Dwain,2013-08-26,2014-02-03,SDG,2013.0,Pectoral/Chest,1.0
Michael Harris Cory,2013-10-09,2014-02-03,SDG,2013.0,Ankle,1.0
Malcom Floyd,2013-10-01,2014-02-03,SDG,2013.0,Neck,1.0
Larry English,2013-11-12,2014-02-03,SDG,2013.0,Pectoral/Chest,1.0
Jonas Mouton,2013-07-30,2014-02-03,SDG,2013.0,ACL,1.0
Matt Johnson c,2013-08-31,2014-02-03,DAL,2013.0,Foot,1.0
John Phillips Matthew,2013-12-23,2014-02-03,SDG,2013.0,Knee,1.0
Dwight Freeney,2013-10-01,2014-02-03,SDG,2013.0,Quadricep/Thigh,1.0
Danario Alexander,2013-08-19,2014-02-03,SDG,2013.0,ACL,1.0
Byron Jerideau,2013-08-26,2014-02-03,SDG,2013.0,Shoulder,1.0
Ahmad Bradshaw,2013-10-08,2014-02-03,CLT,2013.0,Neck,1.0
Chris Rainey,2013-12-09,2014-02-03,CLT,2013.0,Leg,1.0
Johnny Patrick,2013-12-16,2014-02-03,SDG,2013.0,Ankle,1.0
Delano Howell,2013-11-26,2014-02-03,CLT,2013.0,Foot,1.0
Daniel Herron,2013-12-02,2014-02-03,CLT,2013.0,Pectoral/Chest,1.0
Justin Durant,2013-12-17,2014-02-03,DAL,2013.0,Hamstring,1.0
Brian Waters,2013-11-02,2014-02-03,DAL,2013.0,Tricep,1.0
Ben Bass,2013-09-06,2014-02-03,DAL,2013.0,Shoulder,1.0
Anthony Spencer,2013-09-25,2014-02-03,DAL,2013.0,Knee,1.0
Vick Ballard,2013-09-13,2014-02-03,CLT,2013.0,ACL,1.0
Scott Lutrus,2013-08-02,2014-02-03,CLT,2013.0,Knee,1.0
Reggie Wayne,2013-10-22,2014-02-03,CLT,2013.0,ACL,1.0
Pat Angerer,2013-12-17,2014-02-03,CLT,2013.0,Knee,1.0
Tyrann Mathieu,2013-12-10,2014-02-03,CRD,2013.0,ACL,1.0
Mario Harvey,2013-12-03,2014-02-03,CLT,2013.0,Not Specified,1.0
Lawrence Sidbury Jr,2013-08-25,2014-02-03,CLT,2013.0,Shoulder,1.0
Justin Hickman,2013-08-14,2014-02-03,CLT,2013.0,Foot,1.0
Justin Anderson a,2013-08-09,2014-02-03,CLT,2013.0,Pectoral/Chest,1.0
Greg Toler,2014-01-06,2014-02-03,CLT,2013.0,Groin,1.0
Fili Moala,2014-01-06,2014-02-03,CLT,2013.0,Knee,1.0
Dwayne Allen,2013-09-19,2014-02-03,CLT,2013.0,Hip,1.0
Montori Hughes,2013-12-24,2014-02-03,CLT,2013.0,Knee,1.0
Donald Thomas,2013-09-17,2014-02-03,CLT,2013.0,Quadricep/Thigh,1.0
Tobais Palmer,2014-05-22,2014-05-27,SDG,2014.0,Not Specified,1.0
Chris Martin b 1990-01-04,2014-05-20,2014-05-27,HTX,2014.0,Not Specified,1.0
Josh Cooper b,2014-05-20,2014-06-02,CLE,2014.0,Not Specified,1.0
Luke Marquardt,2014-05-28,2014-06-02,SFO,2014.0,Foot,1.0
Marvin Robinson,2014-05-22,2014-06-10,DAL,2014.0,Knee,1.0
Jocquel Skinner,2014-06-12,2014-06-13,DAL,2014.0,Knee,1.0
Evan Wilson,2014-05-28,2014-06-18,DAL,2014.0,Not Specified,1.0
Corey Lynch,2014-06-13,2014-06-20,CLT,2014.0,Not Specified,1.0
Xavius Boyd,2014-06-23,2014-06-25,RAV,2014.0,Hamstring,1.0
Risean Broussard,2014-06-06,2014-07-15,KAN,2014.0,Knee,1.0
Leodis McKelvin,2014-07-16,2014-07-19,BUF,2014.0,Not Specified,1.0
Kris Adams,2014-06-13,2014-07-21,NYG,2014.0,Leg,1.0
Jarrod Pughsley,2014-05-28,2014-07-23,DAL,2014.0,Bicep,1.0
Terrance West,2014-07-23,2014-07-24,CLE,2014.0,Not Specified,1.0
Jeremiah Warren,2014-07-23,2014-07-24,CLE,2014.0,Not Specified,1.0
Jacobbi McDaniel,2014-07-23,2014-07-24,CLE,2014.0,Not Specified,1.0
Chris Faulk a,2014-07-23,2014-07-24,CLE,2014.0,Not Specified,1.0
Christo Bilukidi,2014-07-23,2014-07-25,CIN,2014.0,Not Specified,1.0
Clint Boling,2014-07-21,2014-07-25,CIN,2014.0,Not Specified,1.0
Colin Lockett,2014-07-21,2014-07-25,CIN,2014.0,Not Specified,1.0
Leon Hall b,2014-07-21,2014-07-25,CIN,2014.0,Not Specified,1.0
Kevin Huber,2014-07-21,2014-07-25,CIN,2014.0,Not Specified,1.0
Randell Johnson,2014-07-16,2014-07-25,BUF,2014.0,Not Specified,1.0
Mike Pollak,2014-07-22,2014-07-25,CIN,2014.0,Not Specified,1.0
Onterio McCalebb,2014-07-21,2014-07-25,CIN,2014.0,Not Specified,1.0
Willie Colon,2014-07-23,2014-07-27,NYJ,2014.0,Not Specified,1.0
Tank Carder,2014-07-23,2014-07-28,CLE,2014.0,Not Specified,1.0
Darrin Kitchens,2014-07-23,2014-07-28,BUF,2014.0,Leg,1.0
Chris Harris Jr,2014-07-23,2014-07-29,DEN,2014.0,Not Specified,1.0
Jairus Byrd,2014-07-25,2014-07-29,NOR,2014.0,Not Specified,1.0
Geno Atkins,2014-07-21,2014-07-30,CIN,2014.0,Not Specified,1.0
Captain Munnerlyn,2014-07-25,2014-07-30,MIN,2014.0,Not Specified,1.0
Kalonji Kashama,2014-07-29,2014-07-30,DET,2014.0,Not Specified,1.0
James Gayle,2014-06-16,2014-07-30,OTI,2014.0,Shoulder,1.0
Jonathan Grimes,2014-07-25,2014-07-31,HTX,2014.0,Foot,1.0
Jared Smith,2014-07-25,2014-07-31,SEA,2014.0,Not Specified,1.0
Brandon Smith c,2014-07-25,2014-07-31,BUF,2014.0,Not Specified,1.0
Ronald Leary,2014-07-24,2014-07-31,DAL,2014.0,Not Specified,1.0
Taylor Price,2014-07-29,2014-08-01,SEA,2014.0,Hamstring,1.0
Nick Perry Joel,2014-07-25,2014-08-01,GNB,2014.0,Not Specified,1.0
Jamaine Sherman,2014-07-27,2014-08-02,RAM,2014.0,Hamstring,1.0
Brandon Hardin,2014-08-03,2014-08-04,NYJ,2014.0,Not Specified,1.0
Marvin Jones Jr,2014-07-21,2014-08-04,CIN,2014.0,Not Specified,1.0
Jermaine Gresham,2014-07-23,2014-08-04,CIN,2014.0,Not Specified,1.0
Lestar Jean,2014-06-13,2014-08-05,MIN,2014.0,Not Specified,1.0
Knowshon Moreno,2014-07-25,2014-08-06,MIA,2014.0,Not Specified,1.0
Cody Wilson,2014-08-01,2014-08-06,DET,2014.0,Not Specified,1.0
Brandon Burton,2014-08-04,2014-08-08,CLT,2014.0,Not Specified,1.0
Darius Morris,2014-08-03,2014-08-08,DAL,2014.0,Not Specified,1.0
Jordan Miller b 1988-02-01,2014-08-03,2014-08-08,JAX,2014.0,Knee,1.0
Danny Coale,2014-08-07,2014-08-08,PIT,2014.0,Finger,1.0
David Gettis,2014-08-05,2014-08-09,TAM,2014.0,Shoulder,1.0
Jeremy Grable,2014-08-07,2014-08-09,TAM,2014.0,Not Specified,1.0
Dion Bailey,2014-08-06,2014-08-09,SEA,2014.0,Not Specified,1.0
Aaron Dobson,2014-07-21,2014-08-12,NWE,2014.0,Not Specified,1.0
Dorin Dickerson,2014-08-06,2014-08-12,OTI,2014.0,Quadricep/Thigh,1.0
Mycal Swaim,2014-08-07,2014-08-13,TAM,2014.0,Not Specified,1.0
Ben Malena,2014-08-11,2014-08-14,DAL,2014.0,Quadricep/Thigh,1.0
Marshall McFadden,2014-08-08,2014-08-14,RAI,2014.0,Hip,1.0
Shelton Johnson,2014-08-08,2014-08-14,RAI,2014.0,Not Specified,1.0
Terrence Miller,2014-08-14,2014-08-15,NWE,2014.0,Not Specified,1.0
Rokevious Watkins,2014-07-27,2014-08-16,KAN,2014.0,Foot,1.0
Steve Hull,2014-08-06,2014-08-18,NOR,2014.0,Not Specified,1.0
David Snow,2014-07-30,2014-08-18,PIT,2014.0,Foot,1.0
Korey Lindsey,2014-08-15,2014-08-18,DAL,2014.0,Hand,1.0
Alameda Taamu,2014-07-23,2014-08-19,CRD,2014.0,Not Specified,1.0
Tyrann Mathieu,2014-07-23,2014-08-19,CRD,2014.0,Not Specified,1.0
Jibreel Black,2014-08-15,2014-08-19,TAM,2014.0,Not Specified,1.0
Pat Devlin,2014-08-13,2014-08-19,MIA,2014.0,Hamstring,1.0
Matt Stankiewitch,2014-08-14,2014-08-20,NWE,2014.0,Wrist,1.0
Chase Ford,2014-07-25,2014-08-25,MIN,2014.0,Not Specified,1.0
Blake Costanzo,2014-08-13,2014-08-25,SFO,2014.0,Not Specified,1.0
Danny Gorrer,2014-08-26,2014-08-27,TAM,2014.0,Not Specified,1.0
Anthony McClung,2014-08-27,2014-08-31,HTX,2014.0,Not Specified,1.0
Horace Miller,2014-08-27,2014-09-01,SEA,2014.0,Knee,1.0
Michael Brooks,2014-08-27,2014-09-01,SEA,2014.0,Not Specified,1.0
Tim Fugger,2014-08-13,2014-09-01,NYJ,2014.0,Ankle,1.0
Zach Minter,2014-08-31,2014-09-01,DAL,2014.0,Not Specified,1.0
Justin Green,2014-08-27,2014-09-01,DAL,2014.0,Shoulder,1.0
Kyle Williams Steven,2014-08-30,2014-09-01,KAN,2014.0,Shoulder,1.0
Johnny Thomas b,2014-08-27,2014-09-01,DAL,2014.0,Not Specified,1.0
Tony Moeaki,2014-08-29,2014-09-01,BUF,2014.0,Hamstring,1.0
Matt Patchan b,2014-08-27,2014-09-01,TAM,2014.0,Not Specified,1.0
Eric Ward b,2014-05-21,2014-09-02,OTI,2014.0,Not Specified,1.0
AJ Jefferson a,2014-08-26,2014-09-02,SEA,2014.0,Ankle,1.0
Justice Cunningham,2014-09-01,2014-09-02,RAM,2014.0,Ankle,1.0
Larry Asante,2014-08-27,2014-09-02,RAI,2014.0,Not Specified,1.0
Greg Jenkins,2014-08-27,2014-09-02,RAI,2014.0,Not Specified,1.0
Deji Karim,2014-08-26,2014-09-02,CLT,2014.0,Not Specified,1.0
Ryan McKee,2014-08-27,2014-09-02,KAN,2014.0,Knee,1.0
CJ Davis,2014-08-26,2014-09-02,SEA,2014.0,Calf,1.0
Bobby Felder,2014-08-29,2014-09-02,BUF,2014.0,Groin,1.0
Mike Caussin,2014-08-21,2014-09-03,WAS,2014.0,Knee,1.0
Justin Anderson b,2014-08-27,2014-09-03,NYG,2014.0,Hamstring,1.0
Matt Johnson c,2014-08-27,2014-09-03,DAL,2014.0,Hamstring,1.0
MD Jennings,2014-08-31,2014-09-04,CHI,2014.0,Not Specified,1.0
Jake Stoneburner,2014-08-31,2014-09-04,GNB,2014.0,Not Specified,1.0
Damond Smith,2014-08-27,2014-09-05,KAN,2014.0,Not Specified,1.0
Brandon Barden,2014-08-31,2014-09-05,JAX,2014.0,Groin,1.0
Vincent Brown Jr,2014-08-31,2014-09-06,SDG,2014.0,Calf,1.0
Arrelious Benn,2014-08-29,2014-09-06,PHI,2014.0,Back,1.0
Jamarca Sanford,2014-08-30,2014-09-08,MIN,2014.0,Quadricep/Thigh,1.0
Antonio Johnson Rico,2014-08-30,2014-09-08,OTI,2014.0,Knee,1.0
DeMarcus Van Dyke,2014-08-31,2014-09-08,KAN,2014.0,Knee,1.0
Kenjon Barner,2014-08-31,2014-09-08,PHI,2014.0,Ankle,1.0
Will Tukuafu,2014-08-30,2014-09-08,SFO,2014.0,Concussion,1.0
Ty Nsekhe,2014-08-26,2014-09-09,NOR,2014.0,Not Specified,1.0
DC Jefferson,2014-08-27,2014-09-09,CAR,2014.0,Ankle,1.0
Reggie Jordan,2014-08-08,2014-09-09,JAX,2014.0,Hamstring,1.0
Lemuel Jeanpierre,2014-09-03,2014-09-10,SEA,2014.0,Neck,1.0
Orie Lemon,2014-08-31,2014-09-11,DAL,2014.0,Not Specified,1.0
Pat Schiller,2014-08-26,2014-09-11,RAM,2014.0,Not Specified,1.0
Kaelin Burnett,2014-09-01,2014-09-18,RAI,2014.0,Knee,1.0
Darryl Sharpton,2014-08-30,2014-09-22,WAS,2014.0,Ankle,1.0
Rashaan Melvin,2014-09-16,2014-09-22,TAM,2014.0,Ankle,1.0
Marcus Cromartie,2014-08-26,2014-09-23,SDG,2014.0,Groin,1.0
Brian Clarke b,2014-08-05,2014-09-23,DAL,2014.0,Not Specified,1.0
Chris Prosinski,2014-09-24,2014-09-26,JAX,2014.0,Not Specified,1.0
Mario Manningham,2014-08-30,2014-09-30,NYG,2014.0,Calf,1.0
Mario Harvey,2014-09-29,2014-10-03,CLT,2014.0,Hamstring,1.0
Trindon Holliday,2014-08-30,2014-10-06,NYG,2014.0,Hamstring,1.0
Antwan Barnes,2014-08-30,2014-10-15,NYJ,2014.0,Knee,1.0
Isaiah Trufant,2014-08-30,2014-10-15,CLE,2014.0,Knee,1.0
Taylor Boggs,2014-10-13,2014-10-16,CHI,2014.0,Hamstring,1.0
Stephen Bowen,2014-08-30,2014-10-18,WAS,2014.0,Knee,1.0
Nick McDonald,2014-08-26,2014-10-25,CLE,2014.0,Foot,1.0
DJ Hayden,2014-08-26,2014-10-25,RAI,2014.0,Foot,1.0
Greg Latta b,2014-08-21,2014-10-28,DEN,2014.0,Hip,1.0
Charles Sims III,2014-09-03,2014-10-30,TAM,2014.0,Ankle,1.0
Demarcus Lawrence,2014-08-30,2014-11-01,DAL,2014.0,Foot,1.0
JC Tretter,2014-09-03,2014-11-03,GNB,2014.0,Knee,1.0
Kyle Van Noy,2014-09-02,2014-11-03,DET,2014.0,Not Specified,1.0
DeAndre Presley,2014-08-26,2014-11-03,CAR,2014.0,Not Specified,1.0
Leonard Hankerson,2014-08-30,2014-11-04,WAS,2014.0,Not Specified,1.0
Stanley Havili,2014-08-26,2014-11-04,CLT,2014.0,Not Specified,1.0
Terrence Cody,2014-08-30,2014-11-04,RAV,2014.0,Hip,1.0
Xavier Nixon,2014-09-02,2014-11-04,CLT,2014.0,Knee,1.0
Evan Mathis,2014-09-09,2014-11-05,PHI,2014.0,MCL,1.0
Marcus Lattimore,2014-08-25,2014-11-05,SFO,2014.0,ACL,1.0
Jeremy Lane,2014-09-08,2014-11-08,SEA,2014.0,Groin,1.0
Joe Mays,2014-09-02,2014-11-08,KAN,2014.0,Wrist,1.0
Barry Cofield Jr,2014-09-09,2014-11-11,WAS,2014.0,Ankle,1.0
Aaron Colvin,2014-08-26,2014-11-11,JAX,2014.0,ACL,1.0
Nathan Slaughter,2014-08-07,2014-11-13,JAX,2014.0,Foot,1.0
Marquess Wilson,2014-09-02,2014-11-14,CHI,2014.0,Not Specified,1.0
Melvin Ingram,2014-09-20,2014-11-15,SDG,2014.0,Hip,1.0
Kaluka Maiava,2014-10-07,2014-11-17,RAI,2014.0,Hamstring,1.0
Marcedes Lewis,2014-09-16,2014-11-17,JAX,2014.0,Ankle,1.0
Geoff Schwartz,2014-09-03,2014-11-17,NYG,2014.0,Toe,1.0
Trindon Holliday,2014-11-03,2014-11-17,TAM,2014.0,Hamstring,1.0
Glenn Dorsey,2014-09-02,2014-11-17,SFO,2014.0,Bicep,1.0
Ricky Sapp,2014-10-07,2014-11-18,HTX,2014.0,Hamstring,1.0
Mike Tolbert,2014-09-23,2014-11-18,CAR,2014.0,Knee,1.0
Drew Davis a,2014-07-05,2014-11-21,ATL,2014.0,Foot,1.0
Akeem Jordan,2014-10-18,2014-11-22,WAS,2014.0,Knee,1.0
Garrett Celek,2014-08-25,2014-11-27,SFO,2014.0,Back,1.0
William Moore,2014-09-30,2014-11-28,ATL,2014.0,Shoulder,1.0
Chris Long,2014-09-11,2014-11-29,RAM,2014.0,Ankle,1.0
JK Schaffer,2014-08-27,2014-12-01,CIN,2014.0,Concussion,1.0
Kwame Geathers,2014-08-26,2014-12-02,SDG,2014.0,Knee,1.0
Jordan Najvar,2014-08-27,2014-12-03,DAL,2014.0,Achilles,1.0
Matt Shaughnessy,2014-10-06,2014-12-05,CRD,2014.0,Knee,1.0
Sealver Siliga,2014-09-27,2014-12-06,NWE,2014.0,Foot,1.0
Asa Jackson,2014-10-08,2014-12-06,RAV,2014.0,Toe,1.0
Jarvis Jones,2014-09-22,2014-12-06,PIT,2014.0,Wrist,1.0
Chris Williams b 1987-09-16,2014-12-04,2014-12-06,CHI,2014.0,Hamstring,1.0
Ryan Miller,2014-12-04,2014-12-08,SDG,2014.0,Concussion,1.0
Matt Blanchard,2014-08-26,2014-12-09,CAR,2014.0,Concussion,1.0
Montell Owens,2014-09-30,2014-12-09,DET,2014.0,Hamstring,1.0
NaVorro Bowman,2014-08-25,2014-12-09,SFO,2014.0,ACL,1.0
AJ McCarron,2014-08-30,2014-12-09,CIN,2014.0,Foot,1.0
Danny Trevathan,2014-10-14,2014-12-13,DEN,2014.0,Knee,1.0
Chase Minnifield,2014-12-06,2014-12-15,WAS,2014.0,Concussion,1.0
CJ Spiller,2014-10-21,2014-12-15,BUF,2014.0,Not Specified,1.0
Mike Williams Anthony,2014-12-09,2014-12-22,BUF,2014.0,Calf,1.0
John Hughes III,2014-10-27,2014-12-24,CLE,2014.0,Knee,1.0
Jeromey Clary,2014-08-26,2015-01-08,SDG,2014.0,Hip,1.0
Cameron Gordon,2014-08-26,2015-02-02,NWE,2014.0,Not Specified,1.0
Sio Moore,2014-12-16,2015-02-02,RAI,2014.0,Hip,1.0
Nick Roach,2014-10-08,2015-02-02,RAI,2014.0,Concussion,1.0
Nick Kasa,2014-08-26,2015-02-02,RAI,2014.0,ACL,1.0
Larry Asante,2014-12-13,2015-02-02,RAI,2014.0,Shoulder,1.0
LaMarr Woodley,2014-10-25,2015-02-02,RAI,2014.0,Bicep,1.0
Kory Sheets,2014-08-27,2015-02-02,RAI,2014.0,Achilles,1.0
Jonathan Dowling,2014-12-06,2015-02-02,RAI,2014.0,Back,1.0
David Ausberry,2014-11-26,2015-02-02,RAI,2014.0,Foot,1.0
Carlos Rogers,2014-11-29,2015-02-02,RAI,2014.0,Knee,1.0
Brian Leonhardt,2014-12-24,2015-02-02,RAI,2014.0,Concussion,1.0
Tyler Gaffney,2014-08-26,2015-02-02,NWE,2014.0,Knee,1.0
Stevan Ridley,2014-10-16,2015-02-02,NWE,2014.0,ACL,1.0
Michael Buchanan,2014-10-06,2015-02-02,NWE,2014.0,Ankle,1.0
Jerod Mayo,2014-10-16,2015-02-02,NWE,2014.0,Patellar Tendon,1.0
James Morris b,2014-08-30,2015-02-02,NWE,2014.0,Knee,1.0
Greg Orton Carlton,2014-07-28,2015-02-02,NWE,2014.0,Achilles,1.0
Dominique Easley,2014-12-17,2015-02-02,NWE,2014.0,Knee,1.0
Taiwan Jones Asti Eric,2014-09-12,2015-02-02,RAI,2014.0,Foot,1.0
Tarell Brown,2014-12-20,2015-02-02,RAI,2014.0,Foot,1.0
Bradie Ewing,2014-08-18,2015-02-02,JAX,2014.0,Wrist,1.0
Usama Young,2014-10-25,2015-02-02,RAI,2014.0,Knee,1.0
Alfonzo Dennard,2014-12-27,2015-02-02,NWE,2014.0,Hamstring,1.0
Kapron Lewis-Moore,2014-08-25,2015-02-02,RAV,2014.0,Achilles,1.0
Jimmy Smith,2014-11-08,2015-02-02,RAV,2014.0,Foot,1.0
Jeremy Butler,2014-08-30,2015-02-02,RAV,2014.0,Shoulder,1.0
Jah Reid,2014-12-13,2015-02-02,RAV,2014.0,Hand,1.0
Dennis Pitta,2014-09-23,2015-02-02,RAV,2014.0,Hip,1.0
Danny Gorrer,2014-12-08,2015-02-02,RAV,2014.0,MCL,1.0
Christo Bilukidi,2014-10-18,2015-02-02,RAV,2014.0,Ankle,1.0
Brent Urban,2014-08-25,2015-02-02,RAV,2014.0,Knee,1.0
Asa Jackson,2014-12-15,2015-02-02,RAV,2014.0,Knee,1.0
Arthur Brown,2015-01-02,2015-02-02,RAV,2014.0,Hamstring,1.0
Aaron Ross,2014-07-24,2015-02-02,RAV,2014.0,Achilles,1.0
Sam Bradford,2014-08-24,2015-02-02,RAM,2014.0,ACL,1.0
Mason Brodine,2014-08-12,2015-02-02,RAM,2014.0,Ankle,1.0
Jake Long,2014-10-27,2015-02-02,RAM,2014.0,ACL,1.0
Isaiah Pead,2014-08-21,2015-02-02,RAM,2014.0,ACL,1.0
Demetrius Rhaney,2014-08-26,2015-02-02,RAM,2014.0,Knee,1.0
Brian Quick,2014-10-29,2015-02-02,RAM,2014.0,Shoulder,1.0
Brandon McGee,2014-10-25,2015-02-02,RAM,2014.0,Foot,1.0
Tyvon Branch,2014-09-24,2015-02-02,RAI,2014.0,Foot,1.0
Aaron Dobson,2014-12-04,2015-02-02,NWE,2014.0,Hamstring,1.0
Nevin Lawson,2014-09-16,2015-02-02,DET,2014.0,Foot,1.0
Nate Chandler,2014-11-18,2015-02-02,CAR,2014.0,Knee,1.0
Corey Hilliard,2014-09-10,2015-02-02,DET,2014.0,Foot,1.0
Tommy Bohanon,2014-09-30,2015-02-02,NYJ,2014.0,Not Specified,1.0
Shaquelle Evans,2014-08-19,2015-02-02,NYJ,2014.0,Shoulder,1.0
Rontez Miles,2014-12-27,2015-02-02,NYJ,2014.0,Not Specified,1.0
Jermaine Cunningham,2014-08-05,2015-02-02,NYJ,2014.0,Achilles,1.0
Greg Salas,2014-12-04,2015-02-02,NYJ,2014.0,Hamstring,1.0
Dexter McDougle,2014-08-20,2015-02-02,NYJ,2014.0,ACL,1.0
Dee Milliner,2014-10-13,2015-02-02,NYJ,2014.0,Achilles,1.0
Dwight Bentley,2014-09-10,2015-02-02,DET,2014.0,ACL,1.0
Brian Winters,2014-10-13,2015-02-02,NYJ,2014.0,ACL,1.0
Tandon Doss,2014-08-29,2015-02-02,JAX,2014.0,Ankle,1.0
Rashaad Reynolds,2014-08-29,2015-02-02,JAX,2014.0,Hand,1.0
Paul Posluszny,2014-10-20,2015-02-02,JAX,2014.0,Pectoral/Chest,1.0
Khairi Fortt,2014-12-17,2015-02-02,JAX,2014.0,Hamstring,1.0
John Lotulelei,2014-08-03,2015-02-02,JAX,2014.0,Knee,1.0
Fendi Onobun,2014-08-21,2015-02-02,JAX,2014.0,Quadricep/Thigh,1.0
Denard Robinson,2014-12-16,2015-02-02,JAX,2014.0,Foot,1.0
Damian Copeland,2014-08-03,2015-02-02,JAX,2014.0,Wrist,1.0
Will Blackmon,2014-11-03,2015-02-02,JAX,2014.0,Finger,1.0
Joseph Fauria,2014-12-10,2015-02-02,DET,2014.0,Ankle,1.0
Kevin McDermott,2014-12-18,2015-02-02,RAV,2014.0,Not Specified,1.0
Austin Pasztor,2014-12-03,2015-02-02,JAX,2014.0,Hamstring,1.0
Kevin Matthews,2014-08-26,2015-02-02,CAR,2014.0,Knee,1.0
Garry Williams,2014-09-27,2015-02-02,CAR,2014.0,Back,1.0
Edmund Kugbila,2014-07-25,2015-02-02,CAR,2014.0,Back,1.0
DeAndre Presley,2014-12-22,2015-02-02,CAR,2014.0,Concussion,1.0
Chase Blackburn,2014-10-28,2015-02-02,CAR,2014.0,Knee,1.0
Nathan Palmer b,2014-08-30,2015-02-02,GNB,2014.0,Knee,1.0
Luther Robinson,2014-12-08,2015-02-02,GNB,2014.0,Calf,1.0
Khyri Thornton,2014-08-30,2015-02-02,GNB,2014.0,Hamstring,1.0
Kevin Hughes,2014-08-31,2015-02-02,GNB,2014.0,Not Specified,1.0
Kevin Dorsey,2014-11-08,2015-02-02,GNB,2014.0,Foot,1.0
Jared Abbrederis,2014-08-26,2015-02-02,GNB,2014.0,ACL,1.0
Jamari Lattimore,2014-12-13,2015-02-02,GNB,2014.0,Ankle,1.0
Don Barclay,2014-08-26,2015-02-02,GNB,2014.0,ACL,1.0
BJ Raji,2014-08-26,2015-02-02,GNB,2014.0,Bicep,1.0
Andy Mulumba,2014-09-19,2015-02-02,GNB,2014.0,Knee,1.0
Aaron Adams b,2014-08-30,2015-02-02,GNB,2014.0,Not Specified,1.0
Travis Lewis,2014-10-18,2015-02-02,DET,2014.0,Quadricep/Thigh,1.0
TJ Jones,2014-08-23,2015-02-02,DET,2014.0,Shoulder,1.0
Stephen Tulloch,2014-09-22,2015-02-02,DET,2014.0,ACL,1.0
Richie Brockel,2014-10-07,2015-02-02,CAR,2014.0,Ankle,1.0
LaAdrian Waddle,2014-12-17,2015-02-02,DET,2014.0,Knee,1.0
Andy Tanner,2014-08-26,2015-02-02,NOR,2014.0,Not Specified,1.0
Rick Wagner,2014-12-23,2015-02-02,RAV,2014.0,Foot,1.0
Blidi Wreh-Wilson,2014-12-09,2015-02-02,OTI,2014.0,Shoulder,1.0
Bernard Pollard,2014-10-08,2015-02-02,OTI,2014.0,Achilles,1.0
Will Yeatman,2014-08-31,2015-02-02,HTX,2014.0,Concussion,1.0
Tim Jamison,2014-12-12,2015-02-02,HTX,2014.0,Knee,1.0
Ryan Mallett,2014-11-24,2015-02-02,HTX,2014.0,Pectoral/Chest,1.0
Ryan Fitzpatrick,2014-12-15,2015-02-02,HTX,2014.0,Leg,1.0
Max Bullough,2014-12-03,2015-02-02,HTX,2014.0,Hamstring,1.0
Louis Nix III,2014-09-24,2015-02-02,HTX,2014.0,Wrist,1.0
Brett Brackett,2014-12-16,2015-02-02,OTI,2014.0,Knee,1.0
Lonnie Ballentine,2014-08-25,2015-02-02,HTX,2014.0,Not Specified,1.0
David Quessenberry,2014-08-25,2015-02-02,HTX,2014.0,Foot,1.0
Cody White b 1988-07-01,2014-07-28,2015-02-02,HTX,2014.0,Achilles,1.0
Bryan Witzmann,2014-08-02,2015-02-02,HTX,2014.0,Not Specified,1.0
Alan Bonner,2014-07-28,2015-02-02,HTX,2014.0,Foot,1.0
Jordan Zumwalt,2014-08-29,2015-02-02,PIT,2014.0,Groin,1.0
Cortez Allen,2014-12-06,2015-02-02,PIT,2014.0,Thumb,1.0
Brett Keisel,2014-12-01,2015-02-02,PIT,2014.0,Tricep,1.0
Zach Miller a,2014-11-12,2015-02-02,SEA,2014.0,Ankle,1.0
